"Matchday","Team","Player_Name","Starting","Min","TMValue"
2022-01-23,"Napoli","Alex Meret","Pitch",90,1.5e+07
2021-08-29,"Napoli","Alex Meret","Pitch",90,1.5e+07
2021-08-22,"Napoli","Alex Meret","Pitch",90,1.5e+07
2021-12-05,"Juventus","Alex Sandro","Bench",45,1.2e+07
2021-11-27,"Juventus","Alex Sandro","Pitch",90,1.2e+07
2021-08-28,"Juventus","Alex Sandro","Pitch",90,1.2e+07
2021-10-17,"Juventus","Alex Sandro","Bench",3,1.2e+07
2021-11-30,"Juventus","Alex Sandro","Bench",25,1.2e+07
2021-09-19,"Juventus","Alex Sandro","Pitch",90,1.2e+07
2021-09-22,"Juventus","Alex Sandro","Bench",45,1.2e+07
2022-01-06,"Juventus","Alex Sandro","Pitch",74,1.2e+07
2022-02-18,"Juventus","Alex Sandro","Pitch",90,1.2e+07
2021-10-24,"Juventus","Alex Sandro","Pitch",90,1.2e+07
2021-12-21,"Juventus","Alex Sandro","Pitch",90,1.2e+07
2022-01-23,"Juventus","Alex Sandro","Pitch",90,1.2e+07
2021-08-22,"Juventus","Alex Sandro","Pitch",90,1.2e+07
2021-10-27,"Juventus","Alex Sandro","Bench",78,1.2e+07
2021-12-18,"Juventus","Alex Sandro","Bench",30,1.2e+07
2021-10-02,"Juventus","Alex Sandro","Pitch",90,1.2e+07
2021-09-26,"Juventus","Alex Sandro","Pitch",90,1.2e+07
2021-11-06,"Juventus","Alex Sandro","Pitch",45,1.2e+07
2021-10-30,"Juventus","Alex Sandro","Pitch",81,1.2e+07
2021-12-11,"Juventus","Alex Sandro","Bench",15,1.2e+07
2022-01-17,"Milan","Alexis Saelemaekers","Pitch",56,2e+07
2021-10-26,"Milan","Alexis Saelemaekers","Pitch",90,2e+07
2021-11-07,"Milan","Alexis Saelemaekers","Bench",32,2e+07
2021-10-23,"Milan","Alexis Saelemaekers","Bench",45,2e+07
2022-02-25,"Milan","Alexis Saelemaekers","Bench",26,2e+07
2021-10-31,"Milan","Alexis Saelemaekers","Pitch",67,2e+07
2022-01-06,"Milan","Alexis Saelemaekers","Pitch",63,2e+07
2021-12-22,"Milan","Alexis Saelemaekers","Pitch",90,2e+07
2022-02-13,"Milan","Alexis Saelemaekers","Bench",34,2e+07
2021-11-28,"Milan","Alexis Saelemaekers","Pitch",79,2e+07
2022-01-23,"Milan","Alexis Saelemaekers","Bench",30,2e+07
2022-03-06,"Milan","Alexis Saelemaekers","Bench",11,2e+07
2022-02-19,"Milan","Alexis Saelemaekers","Bench",18,2e+07
2021-11-20,"Milan","Alexis Saelemaekers","Pitch",56,2e+07
2021-08-23,"Milan","Alexis Saelemaekers","Pitch",80,2e+07
2021-09-12,"Milan","Alexis Saelemaekers","Bench",30,2e+07
2021-09-25,"Milan","Alexis Saelemaekers","Pitch",90,2e+07
2021-08-29,"Milan","Alexis Saelemaekers","Pitch",67,2e+07
2021-09-19,"Milan","Alexis Saelemaekers","Pitch",62,2e+07
2022-01-09,"Milan","Alexis Saelemaekers","Pitch",45,2e+07
2021-12-01,"Milan","Alexis Saelemaekers","Bench",15,2e+07
2022-02-05,"Milan","Alexis Saelemaekers","Pitch",45,2e+07
2021-09-22,"Milan","Alexis Saelemaekers","Bench",32,2e+07
2021-12-11,"Milan","Alexis Saelemaekers","Pitch",68,2e+07
2021-10-16,"Milan","Alexis Saelemaekers","Pitch",45,2e+07
2021-10-03,"Milan","Alexis Saelemaekers","Pitch",90,2e+07
2021-12-19,"Milan","Alexis Saelemaekers","Bench",28,2e+07
2021-12-04,"Milan","Alexis Saelemaekers","Pitch",90,2e+07
2021-10-24,"Internazionale","Alexis Sánchez","Bench",19,3500000
2021-12-22,"Internazionale","Alexis Sánchez","Bench",22,3500000
2022-01-16,"Internazionale","Alexis Sánchez","Pitch",66,3500000
2022-01-22,"Internazionale","Alexis Sánchez","Bench",19,3500000
2021-09-18,"Internazionale","Alexis Sánchez","Bench",24,3500000
2022-02-20,"Internazionale","Alexis Sánchez","Pitch",90,3500000
2022-02-05,"Internazionale","Alexis Sánchez","Bench",22,3500000
2021-12-01,"Internazionale","Alexis Sánchez","Bench",17,3500000
2021-09-21,"Internazionale","Alexis Sánchez","Bench",21,3500000
2021-09-25,"Internazionale","Alexis Sánchez","Bench",10,3500000
2021-11-07,"Internazionale","Alexis Sánchez","Bench",7,3500000
2022-02-12,"Internazionale","Alexis Sánchez","Bench",8,3500000
2022-02-25,"Internazionale","Alexis Sánchez","Pitch",72,3500000
2021-12-04,"Internazionale","Alexis Sánchez","Bench",32,3500000
2021-10-27,"Internazionale","Alexis Sánchez","Pitch",71,3500000
2021-10-31,"Internazionale","Alexis Sánchez","Bench",22,3500000
2022-01-09,"Internazionale","Alexis Sánchez","Pitch",72,3500000
2021-12-17,"Internazionale","Alexis Sánchez","Pitch",55,3500000
2021-12-12,"Internazionale","Alexis Sánchez","Pitch",90,3500000
2022-02-20,"Fiorentina","Alfred Duncan","Bench",25,1.1e+07
2021-09-18,"Fiorentina","Alfred Duncan","Bench",65,1.1e+07
2021-11-27,"Fiorentina","Alfred Duncan","Pitch",45,1.1e+07
2022-02-05,"Fiorentina","Alfred Duncan","Pitch",58,1.1e+07
2022-02-14,"Fiorentina","Alfred Duncan","Bench",30,1.1e+07
2021-11-20,"Fiorentina","Alfred Duncan","Pitch",89,1.1e+07
2021-10-18,"Fiorentina","Alfred Duncan","Pitch",81,1.1e+07
2021-11-30,"Fiorentina","Alfred Duncan","Pitch",77,1.1e+07
2021-08-28,"Fiorentina","Alfred Duncan","Bench",29,1.1e+07
2021-09-26,"Fiorentina","Alfred Duncan","Pitch",65,1.1e+07
2022-03-06,"Fiorentina","Alfred Duncan","Bench",45,1.1e+07
2021-12-11,"Fiorentina","Alfred Duncan","Pitch",78,1.1e+07
2021-10-24,"Fiorentina","Alfred Duncan","Bench",9,1.1e+07
2021-10-03,"Fiorentina","Alfred Duncan","Pitch",76,1.1e+07
2021-09-11,"Fiorentina","Alfred Duncan","Pitch",75,1.1e+07
2021-12-19,"Fiorentina","Alfred Duncan","Bench",45,1.1e+07
2021-11-06,"Fiorentina","Alfred Duncan","Bench",13,1.1e+07
2021-09-21,"Fiorentina","Alfred Duncan","Pitch",83,1.1e+07
2021-12-05,"Fiorentina","Alfred Duncan","Bench",12,1.1e+07
2022-01-17,"Fiorentina","Alfred Duncan","Bench",20,1.1e+07
2021-10-27,"Fiorentina","Alfred Duncan","Pitch",83,1.1e+07
2021-12-22,"Fiorentina","Alfred Duncan","Pitch",90,1.1e+07
2021-11-06,"Juventus","Álvaro Morata","Pitch",87,3.5e+07
2022-02-13,"Juventus","Álvaro Morata","Pitch",85,3.5e+07
2022-02-26,"Juventus","Álvaro Morata","Bench",29,3.5e+07
2021-09-11,"Juventus","Álvaro Morata","Pitch",81,3.5e+07
2022-01-23,"Juventus","Álvaro Morata","Pitch",73,3.5e+07
2021-11-20,"Juventus","Álvaro Morata","Pitch",73,3.5e+07
2021-08-28,"Juventus","Álvaro Morata","Bench",45,3.5e+07
2021-09-26,"Juventus","Álvaro Morata","Pitch",81,3.5e+07
2021-12-11,"Juventus","Álvaro Morata","Pitch",90,3.5e+07
2021-10-24,"Juventus","Álvaro Morata","Pitch",90,3.5e+07
2022-03-06,"Juventus","Álvaro Morata","Pitch",90,3.5e+07
2021-12-18,"Juventus","Álvaro Morata","Pitch",84,3.5e+07
2021-09-19,"Juventus","Álvaro Morata","Pitch",65,3.5e+07
2021-10-17,"Juventus","Álvaro Morata","Bench",20,3.5e+07
2021-10-27,"Juventus","Álvaro Morata","Pitch",62,3.5e+07
2022-01-09,"Juventus","Álvaro Morata","Bench",28,3.5e+07
2021-12-05,"Juventus","Álvaro Morata","Pitch",71,3.5e+07
2021-08-22,"Juventus","Álvaro Morata","Pitch",59,3.5e+07
2021-12-21,"Juventus","Álvaro Morata","Pitch",88,3.5e+07
2022-02-06,"Juventus","Álvaro Morata","Pitch",82,3.5e+07
2021-10-30,"Juventus","Álvaro Morata","Pitch",90,3.5e+07
2022-02-18,"Juventus","Álvaro Morata","Pitch",90,3.5e+07
2022-01-15,"Juventus","Álvaro Morata","Bench",27,3.5e+07
2021-09-22,"Juventus","Álvaro Morata","Bench",32,3.5e+07
2021-11-30,"Juventus","Álvaro Morata","Bench",25,3.5e+07
2021-11-27,"Juventus","Álvaro Morata","Pitch",84,3.5e+07
2022-01-06,"Juventus","Álvaro Morata","Pitch",74,3.5e+07
2021-09-21,"Fiorentina","Álvaro Odriozola","Bench",26,1e+07
2021-09-11,"Fiorentina","Álvaro Odriozola","Bench",66,1e+07
2021-11-20,"Fiorentina","Álvaro Odriozola","Pitch",90,1e+07
2021-11-27,"Fiorentina","Álvaro Odriozola","Pitch",90,1e+07
2021-10-03,"Fiorentina","Álvaro Odriozola","Pitch",76,1e+07
2021-12-19,"Fiorentina","Álvaro Odriozola","Pitch",90,1e+07
2022-01-10,"Fiorentina","Álvaro Odriozola","Pitch",90,1e+07
2022-02-26,"Fiorentina","Álvaro Odriozola","Pitch",90,1e+07
2022-01-17,"Fiorentina","Álvaro Odriozola","Pitch",90,1e+07
2021-12-22,"Fiorentina","Álvaro Odriozola","Bench",21,1e+07
2021-09-18,"Fiorentina","Álvaro Odriozola","Pitch",79,1e+07
2021-10-31,"Fiorentina","Álvaro Odriozola","Bench",32,1e+07
2022-01-23,"Fiorentina","Álvaro Odriozola","Pitch",64,1e+07
2021-11-06,"Fiorentina","Álvaro Odriozola","Pitch",90,1e+07
2021-10-27,"Fiorentina","Álvaro Odriozola","Bench",20,1e+07
2022-02-14,"Fiorentina","Álvaro Odriozola","Pitch",90,1e+07
2021-09-26,"Fiorentina","Álvaro Odriozola","Pitch",90,1e+07
2021-10-18,"Fiorentina","Álvaro Odriozola","Pitch",45,1e+07
2021-12-05,"Fiorentina","Álvaro Odriozola","Pitch",90,1e+07
2022-02-20,"Fiorentina","Álvaro Odriozola","Pitch",90,1e+07
2021-12-11,"Fiorentina","Álvaro Odriozola","Pitch",86,1e+07
2021-12-13,"Roma","Amadou Diawara","Bench",27,1e+07
2021-08-29,"Roma","Amadou Diawara","Bench",8,1e+07
2021-11-28,"Roma","Amadou Diawara","Pitch",90,1e+07
2021-12-01,"Roma","Amadou Diawara","Pitch",45,1e+07
2021-10-31,"Napoli","Amir Rrahmani","Pitch",90,2.2e+07
2022-01-09,"Napoli","Amir Rrahmani","Pitch",90,2.2e+07
2021-10-17,"Napoli","Amir Rrahmani","Pitch",90,2.2e+07
2021-10-28,"Napoli","Amir Rrahmani","Pitch",90,2.2e+07
2021-10-24,"Napoli","Amir Rrahmani","Pitch",90,2.2e+07
2021-12-01,"Napoli","Amir Rrahmani","Pitch",90,2.2e+07
2022-02-12,"Napoli","Amir Rrahmani","Pitch",90,2.2e+07
2022-02-21,"Napoli","Amir Rrahmani","Pitch",90,2.2e+07
2021-10-03,"Napoli","Amir Rrahmani","Pitch",90,2.2e+07
2021-09-23,"Napoli","Amir Rrahmani","Pitch",47,2.2e+07
2021-12-19,"Napoli","Amir Rrahmani","Pitch",90,2.2e+07
2022-01-06,"Napoli","Amir Rrahmani","Pitch",90,2.2e+07
2022-01-23,"Napoli","Amir Rrahmani","Pitch",90,2.2e+07
2021-12-04,"Napoli","Amir Rrahmani","Pitch",90,2.2e+07
2022-03-06,"Napoli","Amir Rrahmani","Pitch",90,2.2e+07
2021-09-20,"Napoli","Amir Rrahmani","Pitch",90,2.2e+07
2021-11-28,"Napoli","Amir Rrahmani","Pitch",90,2.2e+07
2021-09-26,"Napoli","Amir Rrahmani","Pitch",90,2.2e+07
2021-12-12,"Napoli","Amir Rrahmani","Pitch",90,2.2e+07
2022-02-27,"Napoli","Amir Rrahmani","Pitch",90,2.2e+07
2022-01-17,"Napoli","Amir Rrahmani","Pitch",90,2.2e+07
2021-12-22,"Napoli","Amir Rrahmani","Pitch",90,2.2e+07
2021-11-21,"Napoli","Amir Rrahmani","Pitch",90,2.2e+07
2021-11-07,"Napoli","Amir Rrahmani","Pitch",90,2.2e+07
2022-02-06,"Napoli","Amir Rrahmani","Pitch",90,2.2e+07
2022-02-20,"Lazio","Anderson Lima","Bench",13,1700000
2021-08-21,"Lazio","Anderson Lima","Bench",21,1700000
2021-12-12,"Lazio","Anderson Lima","Bench",20,1700000
2021-12-22,"Lazio","Anderson Lima","Bench",11,1700000
2021-12-12,"Napoli","Andre-Frank Zambo Anguissa","Bench",28,3e+07
2021-10-17,"Napoli","Andre-Frank Zambo Anguissa","Pitch",90,3e+07
2021-09-11,"Napoli","Andre-Frank Zambo Anguissa","Pitch",90,3e+07
2021-09-20,"Napoli","Andre-Frank Zambo Anguissa","Pitch",90,3e+07
2021-12-22,"Napoli","Andre-Frank Zambo Anguissa","Pitch",90,3e+07
2021-09-26,"Napoli","Andre-Frank Zambo Anguissa","Pitch",90,3e+07
2021-11-07,"Napoli","Andre-Frank Zambo Anguissa","Pitch",85,3e+07
2021-10-31,"Napoli","Andre-Frank Zambo Anguissa","Pitch",90,3e+07
2021-10-24,"Napoli","Andre-Frank Zambo Anguissa","Pitch",90,3e+07
2021-10-28,"Napoli","Andre-Frank Zambo Anguissa","Pitch",74,3e+07
2022-03-06,"Napoli","Andre-Frank Zambo Anguissa","Bench",9,3e+07
2021-11-21,"Napoli","Andre-Frank Zambo Anguissa","Pitch",90,3e+07
2022-02-12,"Napoli","Andre-Frank Zambo Anguissa","Bench",17,3e+07
2021-09-23,"Napoli","Andre-Frank Zambo Anguissa","Pitch",90,3e+07
2021-12-19,"Napoli","Andre-Frank Zambo Anguissa","Pitch",90,3e+07
2021-10-03,"Napoli","Andre-Frank Zambo Anguissa","Pitch",90,3e+07
2022-02-18,"Torino","Andrea Belotti","Pitch",78,2.8e+07
2021-10-26,"Torino","Andrea Belotti","Pitch",53,2.8e+07
2021-10-30,"Torino","Andrea Belotti","Bench",38,2.8e+07
2021-11-06,"Torino","Andrea Belotti","Pitch",56,2.8e+07
2021-10-17,"Torino","Andrea Belotti","Bench",24,2.8e+07
2022-02-27,"Torino","Andrea Belotti","Pitch",78,2.8e+07
2022-02-12,"Torino","Andrea Belotti","Bench",20,2.8e+07
2021-11-28,"Torino","Andrea Belotti","Pitch",78,2.8e+07
2021-08-28,"Torino","Andrea Belotti","Pitch",90,2.8e+07
2021-11-22,"Torino","Andrea Belotti","Pitch",81,2.8e+07
2021-08-21,"Torino","Andrea Belotti","Bench",26,2.8e+07
2021-10-22,"Torino","Andrea Belotti","Bench",32,2.8e+07
2022-03-06,"Torino","Andrea Belotti","Pitch",84,2.8e+07
2021-10-02,"Genoa","Andrea Cambiaso","Pitch",90,3500000
2021-09-21,"Genoa","Andrea Cambiaso","Pitch",79,3500000
2021-10-17,"Genoa","Andrea Cambiaso","Bench",41,3500000
2021-09-25,"Genoa","Andrea Cambiaso","Pitch",45,3500000
2021-08-21,"Genoa","Andrea Cambiaso","Pitch",45,3500000
2021-09-18,"Genoa","Andrea Cambiaso","Pitch",58,3500000
2022-01-09,"Genoa","Andrea Cambiaso","Pitch",45,3500000
2021-11-28,"Genoa","Andrea Cambiaso","Pitch",90,3500000
2021-12-10,"Genoa","Andrea Cambiaso","Pitch",90,3500000
2021-10-31,"Genoa","Andrea Cambiaso","Pitch",90,3500000
2022-02-13,"Genoa","Andrea Cambiaso","Bench",33,3500000
2021-11-05,"Genoa","Andrea Cambiaso","Pitch",77,3500000
2021-10-22,"Genoa","Andrea Cambiaso","Pitch",90,3500000
2021-12-21,"Genoa","Andrea Cambiaso","Pitch",90,3500000
2021-11-21,"Genoa","Andrea Cambiaso","Pitch",90,3500000
2021-12-05,"Genoa","Andrea Cambiaso","Pitch",84,3500000
2022-01-22,"Genoa","Andrea Cambiaso","Bench",25,3500000
2021-12-01,"Genoa","Andrea Cambiaso","Pitch",90,3500000
2022-02-25,"Genoa","Andrea Cambiaso","Bench",8,3500000
2022-01-06,"Genoa","Andrea Cambiaso","Pitch",90,3500000
2021-08-29,"Genoa","Andrea Cambiaso","Pitch",90,3500000
2021-09-12,"Genoa","Andrea Cambiaso","Pitch",90,3500000
2022-02-20,"Genoa","Andrea Cambiaso","Pitch",90,3500000
2021-12-17,"Genoa","Andrea Cambiaso","Pitch",90,3500000
2021-10-26,"Genoa","Andrea Cambiaso","Pitch",45,3500000
2021-11-30,"Cagliari","Andrea Carboni","Pitch",90,5e+06
2021-09-22,"Cagliari","Andrea Carboni","Pitch",45,5e+06
2021-10-27,"Cagliari","Andrea Carboni","Pitch",90,5e+06
2021-12-12,"Cagliari","Andrea Carboni","Pitch",81,5e+06
2021-11-01,"Cagliari","Andrea Carboni","Pitch",68,5e+06
2021-10-24,"Cagliari","Andrea Carboni","Pitch",90,5e+06
2022-02-06,"Cagliari","Andrea Carboni","Bench",4,5e+06
2021-09-19,"Cagliari","Andrea Carboni","Pitch",90,5e+06
2022-01-11,"Cagliari","Andrea Carboni","Pitch",90,5e+06
2022-01-06,"Cagliari","Andrea Carboni","Pitch",90,5e+06
2021-11-06,"Cagliari","Andrea Carboni","Pitch",90,5e+06
2021-11-21,"Cagliari","Andrea Carboni","Pitch",90,5e+06
2021-12-21,"Cagliari","Andrea Carboni","Pitch",90,5e+06
2021-09-12,"Cagliari","Andrea Carboni","Pitch",81,5e+06
2021-10-17,"Cagliari","Andrea Carboni","Pitch",90,5e+06
2021-11-26,"Cagliari","Andrea Carboni","Pitch",90,5e+06
2021-08-29,"Cagliari","Andrea Carboni","Pitch",90,5e+06
2021-08-23,"Cagliari","Andrea Carboni","Pitch",83,5e+06
2021-12-18,"Cagliari","Andrea Carboni","Pitch",45,5e+06
2021-12-06,"Cagliari","Andrea Carboni","Pitch",90,5e+06
2022-01-16,"Cagliari","Andrea Carboni","Pitch",90,5e+06
2022-03-05,"Cagliari","Andrea Carboni","Bench",34,5e+06
2021-10-01,"Cagliari","Andrea Carboni","Pitch",86,5e+06
2021-10-02,"Sassuolo","Andrea Consigli","Pitch",90,2e+06
2021-08-29,"Sassuolo","Andrea Consigli","Pitch",90,2e+06
2021-10-31,"Sassuolo","Andrea Consigli","Pitch",90,2e+06
2021-12-01,"Sassuolo","Andrea Consigli","Pitch",90,2e+06
2022-01-23,"Sassuolo","Andrea Consigli","Pitch",90,2e+06
2022-01-16,"Sassuolo","Andrea Consigli","Pitch",90,2e+06
2022-02-13,"Sassuolo","Andrea Consigli","Pitch",90,2e+06
2021-11-21,"Sassuolo","Andrea Consigli","Pitch",90,2e+06
2021-09-12,"Sassuolo","Andrea Consigli","Pitch",90,2e+06
2022-01-09,"Sassuolo","Andrea Consigli","Pitch",90,2e+06
2022-02-20,"Sassuolo","Andrea Consigli","Pitch",90,2e+06
2021-09-21,"Sassuolo","Andrea Consigli","Pitch",90,2e+06
2021-12-19,"Sassuolo","Andrea Consigli","Pitch",90,2e+06
2021-09-26,"Sassuolo","Andrea Consigli","Pitch",90,2e+06
2021-11-28,"Sassuolo","Andrea Consigli","Pitch",90,2e+06
2022-02-26,"Sassuolo","Andrea Consigli","Pitch",90,2e+06
2022-02-06,"Sassuolo","Andrea Consigli","Pitch",90,2e+06
2021-12-05,"Sassuolo","Andrea Consigli","Pitch",90,2e+06
2021-12-12,"Sassuolo","Andrea Consigli","Pitch",90,2e+06
2021-10-23,"Sassuolo","Andrea Consigli","Pitch",90,2e+06
2021-10-17,"Sassuolo","Andrea Consigli","Pitch",90,2e+06
2022-03-06,"Sassuolo","Andrea Consigli","Pitch",90,2e+06
2021-11-07,"Sassuolo","Andrea Consigli","Pitch",90,2e+06
2021-08-21,"Sassuolo","Andrea Consigli","Pitch",90,2e+06
2022-01-06,"Sassuolo","Andrea Consigli","Pitch",90,2e+06
2021-10-27,"Sassuolo","Andrea Consigli","Pitch",90,2e+06
2021-09-17,"Sassuolo","Andrea Consigli","Pitch",90,2e+06
2022-02-06,"Sampdoria","Andrea Conti","Bench",33,2500000
2022-02-13,"Sampdoria","Andrea Conti","Pitch",52,2500000
2022-01-15,"Sampdoria","Andrea Conti","Bench",13,2500000
2022-01-06,"Milan","Andrea Conti","Bench",13,2500000
2022-02-28,"Sampdoria","Andrea Conti","Pitch",90,2500000
2022-02-19,"Sampdoria","Andrea Conti","Bench",30,2500000
2021-11-27,"Empoli","Andrea La Mantia","Bench",19,1500000
2021-09-19,"Empoli","Andrea La Mantia","Bench",13,1500000
2021-10-23,"Empoli","Andrea La Mantia","Bench",1,1500000
2021-12-02,"Empoli","Andrea La Mantia","Bench",29,1500000
2022-02-19,"Empoli","Andrea La Mantia","Bench",28,1500000
2022-02-06,"Empoli","Andrea La Mantia","Bench",4,1500000
2022-02-26,"Empoli","Andrea La Mantia","Bench",21,1500000
2021-12-22,"Empoli","Andrea La Mantia","Bench",23,1500000
2022-01-06,"Empoli","Andrea La Mantia","Pitch",72,1500000
2021-08-21,"Empoli","Andrea La Mantia","Bench",8,1500000
2022-03-06,"Empoli","Andrea La Mantia","Bench",39,1500000
2021-09-22,"Empoli","Andrea La Mantia","Bench",4,1500000
2021-11-28,"Genoa","Andrea Masiello","Pitch",90,8e+05
2021-10-26,"Genoa","Andrea Masiello","Pitch",90,8e+05
2021-12-10,"Genoa","Andrea Masiello","Pitch",55,8e+05
2021-11-05,"Genoa","Andrea Masiello","Pitch",90,8e+05
2021-11-21,"Genoa","Andrea Masiello","Pitch",90,8e+05
2021-08-29,"Genoa","Andrea Masiello","Bench",24,8e+05
2021-12-01,"Genoa","Andrea Masiello","Pitch",76,8e+05
2021-09-26,"Napoli","Andrea Petagna","Bench",14,1.3e+07
2022-02-06,"Napoli","Andrea Petagna","Bench",2,1.3e+07
2021-11-28,"Napoli","Andrea Petagna","Bench",27,1.3e+07
2021-12-19,"Napoli","Andrea Petagna","Pitch",77,1.3e+07
2021-09-20,"Napoli","Andrea Petagna","Bench",10,1.3e+07
2021-09-11,"Napoli","Andrea Petagna","Bench",1,1.3e+07
2022-01-06,"Napoli","Andrea Petagna","Bench",3,1.3e+07
2021-09-23,"Napoli","Andrea Petagna","Bench",10,1.3e+07
2021-12-22,"Napoli","Andrea Petagna","Bench",45,1.3e+07
2021-12-04,"Napoli","Andrea Petagna","Bench",24,1.3e+07
2022-02-21,"Napoli","Andrea Petagna","Pitch",66,1.3e+07
2021-12-01,"Napoli","Andrea Petagna","Bench",25,1.3e+07
2021-08-22,"Napoli","Andrea Petagna","Bench",6,1.3e+07
2021-10-31,"Napoli","Andrea Petagna","Bench",31,1.3e+07
2021-11-07,"Napoli","Andrea Petagna","Bench",1,1.3e+07
2021-12-12,"Napoli","Andrea Petagna","Bench",29,1.3e+07
2021-11-21,"Napoli","Andrea Petagna","Bench",36,1.3e+07
2021-10-03,"Napoli","Andrea Petagna","Bench",7,1.3e+07
2022-01-17,"Napoli","Andrea Petagna","Bench",5,1.3e+07
2022-01-09,"Napoli","Andrea Petagna","Pitch",90,1.3e+07
2021-08-29,"Napoli","Andrea Petagna","Bench",9,1.3e+07
2022-01-16,"Empoli","Andrea Pinamonti","Pitch",90,1.6e+07
2021-10-17,"Empoli","Andrea Pinamonti","Pitch",90,1.6e+07
2022-02-19,"Empoli","Andrea Pinamonti","Pitch",90,1.6e+07
2022-01-06,"Empoli","Andrea Pinamonti","Bench",18,1.6e+07
2022-03-06,"Empoli","Andrea Pinamonti","Pitch",90,1.6e+07
2021-09-19,"Empoli","Andrea Pinamonti","Bench",23,1.6e+07
2022-02-06,"Empoli","Andrea Pinamonti","Pitch",86,1.6e+07
2021-10-03,"Empoli","Andrea Pinamonti","Pitch",28,1.6e+07
2021-08-28,"Empoli","Andrea Pinamonti","Bench",19,1.6e+07
2021-11-27,"Empoli","Andrea Pinamonti","Pitch",90,1.6e+07
2022-02-26,"Empoli","Andrea Pinamonti","Pitch",90,1.6e+07
2021-12-02,"Empoli","Andrea Pinamonti","Pitch",87,1.6e+07
2021-09-11,"Empoli","Andrea Pinamonti","Bench",29,1.6e+07
2022-02-13,"Empoli","Andrea Pinamonti","Pitch",90,1.6e+07
2021-09-22,"Empoli","Andrea Pinamonti","Pitch",86,1.6e+07
2021-10-31,"Empoli","Andrea Pinamonti","Pitch",90,1.6e+07
2022-01-23,"Empoli","Andrea Pinamonti","Pitch",90,1.6e+07
2021-12-19,"Empoli","Andrea Pinamonti","Pitch",90,1.6e+07
2021-12-06,"Empoli","Andrea Pinamonti","Pitch",90,1.6e+07
2021-11-22,"Empoli","Andrea Pinamonti","Pitch",90,1.6e+07
2021-10-27,"Empoli","Andrea Pinamonti","Pitch",90,1.6e+07
2021-11-05,"Empoli","Andrea Pinamonti","Pitch",90,1.6e+07
2021-12-22,"Empoli","Andrea Pinamonti","Pitch",90,1.6e+07
2021-10-23,"Empoli","Andrea Pinamonti","Pitch",89,1.6e+07
2021-09-26,"Empoli","Andrea Pinamonti","Pitch",78,1.6e+07
2021-12-12,"Empoli","Andrea Pinamonti","Pitch",90,1.6e+07
2022-01-09,"Empoli","Andrea Pinamonti","Pitch",76,1.6e+07
2021-11-21,"Internazionale","Andrea Ranocchia","Pitch",90,1e+06
2022-03-04,"Internazionale","Andrea Ranocchia","Bench",29,1e+06
2021-09-18,"Internazionale","Andrea Ranocchia","Bench",24,1e+06
2021-10-31,"Internazionale","Andrea Ranocchia","Pitch",90,1e+06
2021-10-16,"Salernitana","Andrea Schiavone","Bench",20,4e+05
2021-10-31,"Salernitana","Andrea Schiavone","Pitch",87,4e+05
2021-12-17,"Salernitana","Andrea Schiavone","Bench",30,4e+05
2022-01-15,"Salernitana","Andrea Schiavone","Pitch",90,4e+05
2021-10-26,"Salernitana","Andrea Schiavone","Bench",25,4e+05
2021-08-29,"Salernitana","Andrea Schiavone","Bench",7,4e+05
2022-01-23,"Salernitana","Andrea Schiavone","Pitch",35,4e+05
2021-11-30,"Salernitana","Andrea Schiavone","Bench",41,4e+05
2021-11-21,"Salernitana","Andrea Schiavone","Bench",24,4e+05
2021-12-11,"Salernitana","Andrea Schiavone","Bench",29,4e+05
2021-11-07,"Salernitana","Andrea Schiavone","Pitch",78,4e+05
2021-08-22,"Salernitana","Andrea Schiavone","Bench",9,4e+05
2021-09-12,"Salernitana","Andrea Schiavone","Bench",6,4e+05
2021-12-04,"Salernitana","Andrea Schiavone","Pitch",90,4e+05
2022-01-17,"Milan","Ante Rebić","Bench",7,2.7e+07
2021-09-19,"Milan","Ante Rebić","Pitch",90,2.7e+07
2022-03-06,"Milan","Ante Rebić","Bench",23,2.7e+07
2021-08-23,"Milan","Ante Rebić","Bench",22,2.7e+07
2021-11-07,"Milan","Ante Rebić","Bench",32,2.7e+07
2021-10-16,"Milan","Ante Rebić","Pitch",35,2.7e+07
2021-09-22,"Milan","Ante Rebić","Pitch",73,2.7e+07
2022-02-19,"Milan","Ante Rebić","Bench",30,2.7e+07
2021-10-03,"Milan","Ante Rebić","Pitch",90,2.7e+07
2021-09-12,"Milan","Ante Rebić","Pitch",90,2.7e+07
2021-08-29,"Milan","Ante Rebić","Bench",23,2.7e+07
2022-01-23,"Milan","Ante Rebić","Bench",15,2.7e+07
2022-01-09,"Milan","Ante Rebić","Bench",29,2.7e+07
2021-09-25,"Milan","Ante Rebić","Pitch",45,2.7e+07
2022-02-25,"Milan","Ante Rebić","Bench",26,2.7e+07
2022-02-13,"Milan","Ante Rebić","Bench",34,2.7e+07
2021-08-27,"Hellas Verona","Antonín Barák","Pitch",90,1.6e+07
2021-10-27,"Hellas Verona","Antonín Barák","Pitch",90,1.6e+07
2022-01-06,"Hellas Verona","Antonín Barák","Bench",20,1.6e+07
2021-09-13,"Hellas Verona","Antonín Barák","Pitch",90,1.6e+07
2022-02-19,"Hellas Verona","Antonín Barák","Pitch",90,1.6e+07
